file,review_method,review_focus,finding_ids,sha256,status,verification
internal/notifications/store.go,Direct source and cross-file review,"Recipient identity, delivery retries, links and authenticated receipts",F012,788fdca6bc7c869a394e17c437e81e57ecf6c0823bbc7ed7ed102524e07a9ad6,inspected; findings open,Not executed; static audit only
internal/notifications/store_test.go,Test source read; not executed,"Recipient identity, delivery retries, links and authenticated receipts",,33ec2f4101b4dfc17e1f22e641494c1664f58f52a71c92dd3b2ee83c7fa95fde,inspected; no separate finding recorded,Not executed; static audit only
internal/notifications/webhook.go,Direct source and cross-file review,"Recipient identity, delivery retries, links and authenticated receipts",F001;F005,91cfd7a4a22c22e96fa9088c18472b9c929195b89e15a28182c1746ff2972753,inspected; findings open,Not executed; static audit only
internal/notifications/webhook_test.go,Test source read; not executed,"Recipient identity, delivery retries, links and authenticated receipts",,2faf655c34e3322a80c404a696f4ec5dc8b5dcbe36418c5a252ab92a49f471af,inspected; no separate finding recorded,Not executed; static audit only
internal/observability/financial.go,Direct source and cross-file review,"Redacted telemetry, financial metrics and alert semantics",,290d3cf154488483ebcebe56ae9054ba902abde25338fe5fc4bc3fba8a3a99cd,inspected; no separate finding recorded,Not executed; static audit only
internal/observability/phase5_financial_integration_test.go,Test source read; not executed,"Redacted telemetry, financial metrics and alert semantics",,c71f8fa64ff0b7906341a4b95bfa78e5ad4247392d439804a3fc4b1fdccab7f3,inspected; no separate finding recorded,Not executed; static audit only
internal/observability/phase5_financial_test.go,Test source read; not executed,"Redacted telemetry, financial metrics and alert semantics",,7c0ecb1b64f047e3d73f9855f5f07bbc624b11fd70760581100f802fb8512814,inspected; no separate finding recorded,Not executed; static audit only
internal/observability/store.go,Direct source and cross-file review,"Redacted telemetry, financial metrics and alert semantics",,057fbb02d859d6ee0f50b7506f39ae77afac0849111fefafce74e8f2f5f78f39,inspected; no separate finding recorded,Not executed; static audit only
internal/observability/store_test.go,Test source read; not executed,"Redacted telemetry, financial metrics and alert semantics",,fde4d29eb54787b381ff4b695b4dfb6c205aad14d158489e81d54d8c1f976c7b,inspected; no separate finding recorded,Not executed; static audit only
internal/observability/tracer.go,Direct source and cross-file review,"Redacted telemetry, financial metrics and alert semantics",,2e733059b1a8a321608d857448a7a2e5677129eb4cdf88b28427aacd17e7840b,inspected; no separate finding recorded,Not executed; static audit only
internal/observability/tracer_test.go,Test source read; not executed,"Redacted telemetry, financial metrics and alert semantics",,d5cdc31c072941b765ea03d151456a95e0bca42e61ed14bafc39eda29ef17f21,inspected; no separate finding recorded,Not executed; static audit only
internal/onboarding/postgres.go,Direct source and cross-file review,"Supplier readiness, verified contacts, settlement and billing",,6b1e4bcd0223cc5ad22f615937f4af35bfff8f67953a28a3d30bf02b773ab4a3,inspected; no separate finding recorded,Not executed; static audit only
internal/onboarding/postgres_test.go,Test source read; not executed,"Supplier readiness, verified contacts, settlement and billing",,051dd282792cf0c4fe21bf46cdb57ceed6704e43a0e2629f65ea9ae9e2380073,inspected; no separate finding recorded,Not executed; static audit only
internal/onboarding/store.go,Direct source and cross-file review,"Supplier readiness, verified contacts, settlement and billing",F018;F019,def5b149372a656a86bde8bab27f64ed631b999e1c4708fa3114414bab5d2106,inspected; findings open,Not executed; static audit only
internal/onboarding/store_test.go,Test source read; not executed,"Supplier readiness, verified contacts, settlement and billing",,f6a984f95c7a970345fa772fb6f6452f784b1b689295021a20c7be13d87b0f67,inspected; no separate finding recorded,Not executed; static audit only
internal/operations/approvals.go,Direct source and cross-file review,"Protected financial corrections, approval and ledger effects",,f3eb9d76f36265e6cddb809bcaebc565dd6e8834737568faceeea884954e9ea1,inspected; no separate finding recorded,Not executed; static audit only
internal/operations/ledger_posting_test.go,Test source read; not executed,"Protected financial corrections, approval and ledger effects",,d572c012d41c4b07430c62fad2dea1ee9130c7b1336a407f43ebd7491435b67c,inspected; no separate finding recorded,Not executed; static audit only
internal/operations/postgres.go,Direct source and cross-file review,"Protected financial corrections, approval and ledger effects",,3aeca221f64de42f5f57577d196ce2ce145797a4824260b478b3d0be13ccd714,inspected; no separate finding recorded,Not executed; static audit only
internal/operations/postgres_test.go,Test source read; not executed,"Protected financial corrections, approval and ledger effects",,608e3d4d327c3a4f759455d1cdafcd5bf580c79915500d96866a0075595754f1,inspected; no separate finding recorded,Not executed; static audit only
internal/operations/store.go,Direct source and cross-file review,"Protected financial corrections, approval and ledger effects",,314193e9749151879c9619b772adae87e510e706637e056f067af7dbe6bf1942,inspected; no separate finding recorded,Not executed; static audit only
internal/operations/store_test.go,Test source read; not executed,"Protected financial corrections, approval and ledger effects",,e944ac25a04ec848fa64f84d62c380f291e3bb63820444a1df87794f60b76976,inspected; no separate finding recorded,Not executed; static audit only
internal/organizations/audit_postgres_test.go,Test source read; not executed,"Membership authority, invitations, account limits and lifecycle",,d65d03c741ae462b40ddb28ee476f2c991ff7e261fa492457b937d006ef3f2b5,inspected; no separate finding recorded,Not executed; static audit only
internal/organizations/invitation_lifecycle_test.go,Test source read; not executed,"Membership authority, invitations, account limits and lifecycle",,0b4d85007792fd109cef645b2b8f2b9b7670d23df919ab2641c7b861ba11c127,inspected; no separate finding recorded,Not executed; static audit only
internal/organizations/limit_postgres_test.go,Test source read; not executed,"Membership authority, invitations, account limits and lifecycle",,e55b4460ab84d7ec697808062b5136b7e50530114043bb234ce3c748218aa9fc,inspected; no separate finding recorded,Not executed; static audit only
internal/organizations/postgres.go,Direct source and cross-file review,"Membership authority, invitations, account limits and lifecycle",,4da7b540903fbef749bc20283b614f9dc5a799f0f7ee8dbf0d6f8611992f55fa,inspected; no separate finding recorded,Not executed; static audit only
internal/organizations/postgres_test.go,Test source read; not executed,"Membership authority, invitations, account limits and lifecycle",,e820f16cf5860e3684b2a5f64aa37d7ea51be09eecc3d2714c002b57bc3db41c,inspected; no separate finding recorded,Not executed; static audit only
internal/organizations/store.go,Direct source and cross-file review,"Membership authority, invitations, account limits and lifecycle",,610b21fd5013d61b51f74e1a12a9a90a70373d7830d45e8a6f09b773ecc0de6c,inspected; no separate finding recorded,Not executed; static audit only
internal/organizations/store_test.go,Test source read; not executed,"Membership authority, invitations, account limits and lifecycle",,37f2de9f637458aad52d65e18d4647b6396a67b8a012c39c40ff4c0003805f19,inspected; no separate finding recorded,Not executed; static audit only
internal/outbox/dispatcher.go,Direct source and cross-file review,"Committed event publication, leases and duplicate handling",,2f00503be40a5cbe03fe861aa9212c7b9fdef4501aa312797b32130605455d78,inspected; no separate finding recorded,Not executed; static audit only
internal/outbox/dispatcher_postgres_test.go,Test source read; not executed,"Committed event publication, leases and duplicate handling",,d7d6a216695bf941aa502778251319502a3b234f6ab54c9092ca653bc5391a8f,inspected; no separate finding recorded,Not executed; static audit only
internal/outbox/dispatcher_test.go,Test source read; not executed,"Committed event publication, leases and duplicate handling",,a39022bd0a07051edce0c23b090112a1d6f5c4a7bd1554d36568697138f0b444,inspected; no separate finding recorded,Not executed; static audit only
internal/outbox/store.go,Direct source and cross-file review,"Committed event publication, leases and duplicate handling",,5674dd3469e27e2e5d318ea6f89dc9cd6aaa82db3ab8a17556763c01f291dddc,inspected; no separate finding recorded,Not executed; static audit only
internal/paymentclaims/postgres.go,Direct source and cross-file review,"Reported transfers, temporary holds and supplier confirmation",,cbe546fdfeed22df4d888642874fcd181a20a6f7500981abedca28be222b9449,inspected; no separate finding recorded,Not executed; static audit only
internal/paymentclaims/postgres_test.go,Test source read; not executed,"Reported transfers, temporary holds and supplier confirmation",,c989854dc8b51a888602f2e2b6825e17d4bc2c3579a996ebd79ca2a9697b9103,inspected; no separate finding recorded,Not executed; static audit only
internal/paymentclaims/store.go,Direct source and cross-file review,"Reported transfers, temporary holds and supplier confirmation",,5c2e33f833f6a349f40bc83acf05e6c58d4d5ebb6b611b2927ade1b5257f84a2,inspected; no separate finding recorded,Not executed; static audit only
internal/paymentclaims/store_test.go,Test source read; not executed,"Reported transfers, temporary holds and supplier confirmation",,d8d0497e27a7d109b20614a53a12609acd498ffc8518081a9382c2cac3814c74,inspected; no separate finding recorded,Not executed; static audit only
internal/payments/ledger_posting_test.go,Test source read; not executed,"Payment recognition, allocation, reversal and tenant scope",,69d2055c257f93a1e43b1a0f0df1bfbf5a725e33a8afeb4ae9e52b0759ac3e40,inspected; no separate finding recorded,Not executed; static audit only
internal/payments/postgres.go,Direct source and cross-file review,"Payment recognition, allocation, reversal and tenant scope",F007;F015,980fe62026817647e75130bfe7e70bab933ac362f2b40bf2edcd260fe9903a80,inspected; findings open,Not executed; static audit only
internal/payments/postgres_test.go,Test source read; not executed,"Payment recognition, allocation, reversal and tenant scope",,85f929a838cb98c5047c8203d798834b716ce2aba707fb86ab7049f7c3e72021,inspected; no separate finding recorded,Not executed; static audit only
internal/payments/receipt.go,Direct source and cross-file review,"Payment recognition, allocation, reversal and tenant scope",,78acb991dbee99acccaf77d1c293184e9024ae5cb6e8ce13cf64c755a5a1eaac,inspected; no separate finding recorded,Not executed; static audit only
internal/payments/receipt_postgres_test.go,Test source read; not executed,"Payment recognition, allocation, reversal and tenant scope",,022ce836f9d382b96ab16a3deaa593bc543ce03e59323f043188d4840d2ecd51,inspected; no separate finding recorded,Not executed; static audit only
internal/payments/store.go,Direct source and cross-file review,"Payment recognition, allocation, reversal and tenant scope",,e0f457591170b6f190348b88cc39d91cbc4ad32d4b7fafeb8bbbc62545da287e,inspected; no separate finding recorded,Not executed; static audit only
internal/payments/store_test.go,Test source read; not executed,"Payment recognition, allocation, reversal and tenant scope",,e9e0a3bb5cccbaaf610885744270e10f1617cc4de7d8893a9cba19b9aaef1629,inspected; no separate finding recorded,Not executed; static audit only
internal/platform/logging/logging.go,Direct source and cross-file review,Shared platform definitions and contracts,,4d0959edb1900349a0c3b9d020ef4e8086a7d565f05f1c0f59ba0b669681eb57,inspected; no separate finding recorded,Not executed; static audit only
internal/platform/logging/sanitize.go,Direct source and cross-file review,Shared platform definitions and contracts,,198b11aefde06617e851842b68279dc2607811ac0c527a83b945dbfcffc222c7,inspected; no separate finding recorded,Not executed; static audit only
internal/platform/logging/sanitize_test.go,Test source read; not executed,Shared platform definitions and contracts,,2fd3c5d909314e3f759284773e3eca5769337761adf05f7bfaed62d66470993e,inspected; no separate finding recorded,Not executed; static audit only
internal/platformops/controls.go,Direct source and cross-file review,"Administrator reads, controls, authority and reconciliation",,066caf316c917c605cf118bd6b9ce2ec9aceacd942cbc7a8abed5a7f00f831c6,inspected; no separate finding recorded,Not executed; static audit only
internal/platformops/controls_test.go,Test source read; not executed,"Administrator reads, controls, authority and reconciliation",,5dc93ffacaad4c065cc4304bff2d29a7b16df1a28a4cce31dc90f56c6ae03a9f,inspected; no separate finding recorded,Not executed; static audit only
internal/platformops/directory_postgres_test.go,Test source read; not executed,"Administrator reads, controls, authority and reconciliation",F040,926485a324a8f8a953be12ee9e6f3f4d31a2e035eac156e8376fbd2ed07d8518,inspected; findings open,Not executed; static audit only
internal/platformops/external_commands.go,Direct source and cross-file review,"Administrator reads, controls, authority and reconciliation",,c1e0b46b923d7d78992e237f649a36fa5a45e73e245b6fcd02c81421e69e4111,inspected; no separate finding recorded,Not executed; static audit only
internal/platformops/external_commands_test.go,Test source read; not executed,"Administrator reads, controls, authority and reconciliation",,e5acd0cd7d26dc4098030eae701c7ac5bfd019ad69476519a9569bbdbb099721,inspected; no separate finding recorded,Not executed; static audit only
internal/platformops/financial_review.go,Direct source and cross-file review,"Administrator reads, controls, authority and reconciliation",F017,73329cd148dae3c23e5de60afb85882f6f0f06488385a9ce1e402f670af50901,inspected; findings open,Not executed; static audit only
internal/platformops/store.go,Direct source and cross-file review,"Administrator reads, controls, authority and reconciliation",F015;F016,2edb18d01e568bf07a8f980fb85d0beab7bcf68870b312c4b5e284d40ca43f1e,inspected; findings open,Not executed; static audit only
internal/platformsettings/connector_test.go,Test source read; not executed,"Encrypted settings, current authority and reviewed publication",,9aab480d4be87ed2e623dea5deea352bedc926e410f22bdedff282bb864eafc3,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/crypto.go,Direct source and cross-file review,"Encrypted settings, current authority and reviewed publication",,f89f77054d4d94b6a8d4bb5e750d95f38a009c12d7e9bdd092f69d477104902e,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/crypto_root_test.go,Test source read; not executed,"Encrypted settings, current authority and reviewed publication",,6174d9851c8a61e9bbf2790b0a5e4c7f72aa279a86d01ffd112b60da5ec4aeb5,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/guide_catalog.json,Direct source and cross-file review,"Encrypted settings, current authority and reviewed publication",,69c360c4c6ab3464dfabb25b44ec7a896e11a9b61afd0ac98ab222d83ae1f301,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/owner_lifecycle_integration_test.go,Test source read; not executed,"Encrypted settings, current authority and reviewed publication",,38180f89cd7565bf2bdbab85d54d7863f1f29cc471d6b1dd4efee965ca3b5aab,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/registry.go,Direct source and cross-file review,"Encrypted settings, current authority and reviewed publication",,e7895da05448435a5993818a21b4a5a28fd7d93bed00c096432cde59704baf4d,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/runtime_connections.go,Direct source and cross-file review,"Encrypted settings, current authority and reviewed publication",,9a31481c063dee06070028906d6a8dda4dc45308cbfcaaab2e71f22cb44a7e9b,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/store.go,Direct source and cross-file review,"Encrypted settings, current authority and reviewed publication",,04138f53238d3876d6afd933bc3446ae5eb7379e7886f05831b6837a921047e0,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/store_test.go,Test source read; not executed,"Encrypted settings, current authority and reviewed publication",,185508b4b1cba2180f7b63d03e10de8bd7778f9ef5ffdb341de7a91679f8dcd7,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/website_content.go,Direct source and cross-file review,"Encrypted settings, current authority and reviewed publication",,21561182e8d01064c0fe3daef70f2b8492bd5abac2b08d64b28aa57b4ff24cac,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/website_guides.go,Direct source and cross-file review,"Encrypted settings, current authority and reviewed publication",,849a5e4c258dc3000a300d3c18dd43fb54b8c7baeb58462a094ab392512baba9,inspected; no separate finding recorded,Not executed; static audit only
internal/platformsettings/website_guides_test.go,Test source read; not executed,"Encrypted settings, current authority and reviewed publication",,a088a364505d5214dabb08df322aa4b0d0aad734f8184a372e0da77fad9db480,inspected; no separate finding recorded,Not executed; static audit only
internal/providers/mono/customer.go,Direct source and cross-file review,"Mono request/response contracts, callbacks and uncertain outcomes",,9d353871534ca286686072341403132d2d6e9ebfbb649a899a8cc9593f199068,inspected; no separate finding recorded,Not executed; static audit only
internal/providers/mono/export_phase4_test.go,Test source read; not executed,"Mono request/response contracts, callbacks and uncertain outcomes",,44784d71be15961aec90f97a47bc8fd80cf69ce97c2e7ead10749a19410ea60a,inspected; no separate finding recorded,Not executed; static audit only
internal/providers/mono/fuzz_test.go,Test source read; not executed,"Mono request/response contracts, callbacks and uncertain outcomes",,7a3802f93c88593a2589073c7f312030ec7f870710cc34bc0a5b921d21acb0b1,inspected; no separate finding recorded,Not executed; static audit only
internal/providers/mono/hosted_url.go,Direct source and cross-file review,"Mono request/response contracts, callbacks and uncertain outcomes",,5713381a0ce7e3a55ed29f612ae99b06a5c10941dcc732ea70e17b8eb6374add,inspected; no separate finding recorded,Not executed; static audit only
internal/providers/mono/hosted_url_test.go,Test source read; not executed,"Mono request/response contracts, callbacks and uncertain outcomes",,ab1b7a751d83d5df9231a4ae93e51d7503957ecaf4e3e102efc1039c61cc6def,inspected; no separate finding recorded,Not executed; static audit only
internal/providers/mono/mono.go,Direct source and cross-file review,"Mono request/response contracts, callbacks and uncertain outcomes",F008;F009;F010,f05bc5cb0f7ba34ca6481e2073ac71e5bdca8bcffbd5c31563d60f40ec968097,inspected; findings open,Not executed; static audit only
internal/providers/mono/mono_test.go,Test source read; not executed,"Mono request/response contracts, callbacks and uncertain outcomes",,047af608376a20f27ef7e8d7a809104074fcd320f2b38da6c63073b9fa8dd06f,inspected; no separate finding recorded,Not executed; static audit only
internal/providers/mono/phase4_contract_test.go,Test source read; not executed,"Mono request/response contracts, callbacks and uncertain outcomes",F008,973301ac2f6c1ed22fca49a97071d0509fa563d132dbb6371095f9d4c2008439,inspected; findings open,Not executed; static audit only
internal/providers/mono/phase4_persistence_test.go,Test source read; not executed,"Mono request/response contracts, callbacks and uncertain outcomes",F040,9d427aeb1121812091277097b9e3cb2d9c721c1db0af1c823ee30dd95805d4b6,inspected; findings open,Not executed; static audit only
internal/providers/mono/webhook.go,Direct source and cross-file review,"Mono request/response contracts, callbacks and uncertain outcomes",F026,83aa8f9a4f896c368f55f4a7b35a3ca4a9a9d07a4ff6a492e495733845c640c4,inspected; findings open,Not executed; static audit only
internal/publictoken/fuzz_test.go,Test source read; not executed,"Signed public links, expiry, purpose and identity binding",,407257bfce63b232bfc414f922bb5c7a79c3b6a33d2f902dcb32e8294a752d0f,inspected; no separate finding recorded,Not executed; static audit only
internal/publictoken/token.go,Direct source and cross-file review,"Signed public links, expiry, purpose and identity binding",,730436eb052a345bef97ad141f984f5926fe0a64ae21c0b42a9098afc47d7b42,inspected; no separate finding recorded,Not executed; static audit only
internal/publictoken/token_test.go,Test source read; not executed,"Signed public links, expiry, purpose and identity binding",,58f35edbdacacd91645cf288828582c9644f20c80096593dba223723ae046496,inspected; no separate finding recorded,Not executed; static audit only
internal/readiness/readiness.go,Direct source and cross-file review,Reported capability versus configuration and actual evidence,,bc50d40ef3d562da8ef92d9560faad1ffe81a9efe601abe6fe0fde86a18d94fe,inspected; no separate finding recorded,Not executed; static audit only
internal/readiness/readiness_test.go,Test source read; not executed,Reported capability versus configuration and actual evidence,,b884755b38cc9819580b4b544a2ddc9ebc73be1f0837f3650f14b27c9577e547,inspected; no separate finding recorded,Not executed; static audit only
internal/relationships/postgres_test.go,Test source read; not executed,Buyer consent and sharing boundaries,,828115a688307675ebd1d61faad321474afb512a29c016483aea9f8cc9deba72,inspected; no separate finding recorded,Not executed; static audit only
internal/relationships/store.go,Direct source and cross-file review,Buyer consent and sharing boundaries,,d7a09c41642850784846e457d67fa904655532f6895a1850145cb850345cdbae,inspected; no separate finding recorded,Not executed; static audit only
internal/relationships/suppliers.go,Direct source and cross-file review,Buyer consent and sharing boundaries,,704ebc8fba248092df7b9d3ab1ffb88286706e1c65fb9edec27a750a54960f6e,inspected; no separate finding recorded,Not executed; static audit only
internal/relationships/suppliers_test.go,Test source read; not executed,Buyer consent and sharing boundaries,,180c314057b1988cf236647ee5a24cc50e8241d02dd0cf15b3d17555be1b8379,inspected; no separate finding recorded,Not executed; static audit only
internal/reports/analytics.go,Direct source and cross-file review,"Amounts, due dates, cohorts, database visibility and honest empty states",F025,62463c5387a8b2479573e53a8e9f097049772d98484c3f205b2dc8f4f85af300,inspected; findings open,Not executed; static audit only
internal/reports/payment_metrics.go,Direct source and cross-file review,"Amounts, due dates, cohorts, database visibility and honest empty states",F025,6d7517a602e9321be2be70e52ee5cef2bc3bab95f6747b94968b300c0656a9e7,inspected; findings open,Not executed; static audit only
internal/reports/payment_metrics_postgres_test.go,Test source read; not executed,"Amounts, due dates, cohorts, database visibility and honest empty states",F040,4228eb385b14a5151c0f88e83d721dbc19fdc72abd30a884abf6db16535b8c86,inspected; findings open,Not executed; static audit only
internal/reports/postgres_test.go,Test source read; not executed,"Amounts, due dates, cohorts, database visibility and honest empty states",F040,8b56bcf1721ec5177f33d989168b5033da34d3a14a3966c4a1b50da40022f880,inspected; findings open,Not executed; static audit only
internal/reports/snapshot.go,Direct source and cross-file review,"Amounts, due dates, cohorts, database visibility and honest empty states",,ecb1435504d492f42b47bc50ac4c8e7358d50f1513d097400cdde14c89c6f8af,inspected; no separate finding recorded,Not executed; static audit only
internal/reports/snapshot_postgres_test.go,Test source read; not executed,"Amounts, due dates, cohorts, database visibility and honest empty states",,c2303cb21a10889ba498cde1a59f9b723abd75d8d7db52fe6adc6447298ce848,inspected; no separate finding recorded,Not executed; static audit only
internal/reports/store.go,Direct source and cross-file review,"Amounts, due dates, cohorts, database visibility and honest empty states",,81039c9d68028f55d4f589e7ed9d210085541030b90d78ace91b87ed7fa18454,inspected; no separate finding recorded,Not executed; static audit only
internal/reports/store_test.go,Test source read; not executed,"Amounts, due dates, cohorts, database visibility and honest empty states",,17f57f7a5ee9d2738fb0681c89b7d4d8ef378cf6c9a919087f4bd6c36c5993c7,inspected; no separate finding recorded,Not executed; static audit only
internal/schedules/adjustment.go,Direct source and cross-file review,"Payment dates, allocation, unpaid balances and collection timing",,f5b9c04825208ebbee7dd29b9117607d69233c991080aee7ed64275736539c64,inspected; no separate finding recorded,Not executed; static audit only
internal/schedules/adjustment_test.go,Test source read; not executed,"Payment dates, allocation, unpaid balances and collection timing",,a5076f6d0bf71a3e1475c75735ccc682534a0766d7753aea4b9947a2d4bb73d9,inspected; no separate finding recorded,Not executed; static audit only
internal/schedules/fuzz_test.go,Test source read; not executed,"Payment dates, allocation, unpaid balances and collection timing",,feb24d89a418af3418ea764a4be15aed415d19b922ce4c5ea40cba4c6f9b542e,inspected; no separate finding recorded,Not executed; static audit only
internal/schedules/postgres_test.go,Test source read; not executed,"Payment dates, allocation, unpaid balances and collection timing",,322243bbd327d1102b2d4092aae99427888f52c55963705985a924562b210e45,inspected; no separate finding recorded,Not executed; static audit only
internal/schedules/store.go,Direct source and cross-file review,"Payment dates, allocation, unpaid balances and collection timing",,0fe485d748d543e0e42af6a57d2cf5142d69f72a5eadd41462390a6ec1eca8b1,inspected; no separate finding recorded,Not executed; static audit only
internal/schedules/store_test.go,Test source read; not executed,"Payment dates, allocation, unpaid balances and collection timing",,3db7d618ca94639e3eee696144e0584dfbfa564df3501586263afaafea1d9d5c,inspected; no separate finding recorded,Not executed; static audit only
internal/support/postgres_test.go,Test source read; not executed,"Case authority, notes, transitions and history",,e968d09746b76e964d3c2dd8797f08cc499b30835a98a74e7af5d0dacf671b08,inspected; no separate finding recorded,Not executed; static audit only
internal/support/store.go,Direct source and cross-file review,"Case authority, notes, transitions and history",,cc3863616153d7da9c7c666d381f5f3162fe26b2d0e333fbcf8703b72539a27d,inspected; no separate finding recorded,Not executed; static audit only
internal/support/store_test.go,Test source read; not executed,"Case authority, notes, transitions and history",,a479bd591b91194c7f4e4d7cf559fb72afb113aa70609ee7bb025795ca85e00c,inspected; no separate finding recorded,Not executed; static audit only
internal/tradelines/postgres.go,Direct source and cross-file review,"Customer limits, reservations, purchases, receipt and exposure",F024,6b92299b21d087c7a1c56563bb6aca9d82469eea4bc37ba3fac16e2252ee91e5,inspected; findings open,Not executed; static audit only
internal/tradelines/postgres_test.go,Test source read; not executed,"Customer limits, reservations, purchases, receipt and exposure",F040,9d947fee4ec6f9419502814e01905644b59de40af40ddf85546220cb2f8612ee,inspected; findings open,Not executed; static audit only
internal/tradelines/store.go,Direct source and cross-file review,"Customer limits, reservations, purchases, receipt and exposure",,173a64c9299dcd426e38ba5de8ae3142908766116626cb22bdb56d56d418d5a1,inspected; no separate finding recorded,Not executed; static audit only
internal/tradelines/store_test.go,Test source read; not executed,"Customer limits, reservations, purchases, receipt and exposure",,f15be77054ec40307efe7bd35cd002819dabfdac8ca4e36673ff9caf88b99a6b,inspected; no separate finding recorded,Not executed; static audit only
internal/usercontrol/export.go,Direct source and cross-file review,"Account recovery, privacy requests, exports and retention holds",,56c49b601ccdff233b70ad5995b6b4cd30c24bec649d631a08c8c84015a66ccb,inspected; no separate finding recorded,Not executed; static audit only
internal/usercontrol/postgres_test.go,Test source read; not executed,"Account recovery, privacy requests, exports and retention holds",,4481a2aee0effedaf0632706bfefc490008253482916516c25f5f09f5dff0710,inspected; no separate finding recorded,Not executed; static audit only
internal/usercontrol/store.go,Direct source and cross-file review,"Account recovery, privacy requests, exports and retention holds",F012,7243b7ed703846e05b9e475668e0f7b9e4d4dd82310ad748d895526a7c9557da,inspected; findings open,Not executed; static audit only
internal/usercontrol/store_test.go,Test source read; not executed,"Account recovery, privacy requests, exports and retention holds",,0841a6a65472b865a546a9a63bb5b2941ec8f47ea6cdf2361fc2f643815f6dcd,inspected; no separate finding recorded,Not executed; static audit only
internal/web/admin_insight_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F013,103b0447740eb8df41e31363d07bb4203566a484c62303d27ff7b06ef4756072,inspected; findings open,Not executed; static audit only
internal/web/admin_surfaces_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,a59a11dd249c795bca25ee381a4414ca46bf0d745cae3efc8269792b0c92e3dc,inspected; no separate finding recorded,Not executed; static audit only
internal/web/admin_workflow_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F013,1471cd3f1700dd8fe992053f8c8aee14ff8cafa325d77c04d1096aaa02765efa,inspected; findings open,Not executed; static audit only
internal/web/audit_financial_regression_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,22735d1916eae5cdb915419bc88b8b396e222e74647d6b6b5372c6aa9503ca95,inspected; no separate finding recorded,Not executed; static audit only
internal/web/auth_contract_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,05f7fe2cdb413a2593ba5444b55f1ba3debd487360031e36202bb38f2a4cb516,inspected; no separate finding recorded,Not executed; static audit only
internal/web/auth_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,7f9b45f1c9c923e5064997f7f3f61fb4d135f655c97683ab317c98d1ef3f5616,inspected; no separate finding recorded,Not executed; static audit only
internal/web/business_policy_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,4d2e3bb232d4489b607e6625257131ba444cac7101fe127d57e3c6dc6171c3db,inspected; no separate finding recorded,Not executed; static audit only
internal/web/business_policy_handlers_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,ecdc92482df2a361ff8db74f8170020f83ee3001a3e82860794984ba3f3ef1a2,inspected; no separate finding recorded,Not executed; static audit only
internal/web/buyer_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F020,0219b2240bfc2557a1a6d804f9e3c5d289dd84944585983ddac82b65eb319f01,inspected; findings open,Not executed; static audit only
internal/web/collection_jobs.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F017,985b945fdc9e11ee1ddb9cfcb028968a2cf34486fc24cbfd428bd03b9990335f,inspected; findings open,Not executed; static audit only
internal/web/collection_notice_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,0def7f3a87298ac55100ba49e00006ca8ca4c464e413862947c4792c00cb9200,inspected; no separate finding recorded,Not executed; static audit only
internal/web/completion_handlers_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,e9f8809be975945c5a54c9def3a6fe93d0b887f326a15326ab3428d73a472bf0,inspected; no separate finding recorded,Not executed; static audit only
internal/web/credit_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",F022;F023;F024;F030,a373126c00ec306124de78e87b1ad237736832acc4b0ed0626e5410ab6244cab,inspected; findings open,Not executed; static audit only
internal/web/credit_terms_handlers.go,Direct source and cross-file review,"HTTP authorization, payloads, status handling and actual service wiring",,3cb9199e6658943c4b9ccd4416a3ccbc606aadc5a655935fe9f19abdb27b94f1,inspected; no separate finding recorded,Not executed; static audit only
internal/web/customer_access_test.go,Test source read; not executed,"HTTP authorization, payloads, status handling and actual service wiring",,72971b8a0f31b7835d15453b01661317fe47a2b24d8d182a9d83b37218222666,inspected; no separate finding recorded,Not executed; static audit only
